RotationInterval(0-1s),PWMDutyCycle(0-1)
0.027448,0.6659
0.022925,0.6623
0.020745,0.6835
0.021619,0.6933
0.021959,0.6957
1.000000,0.0000
1.000000,0.0000
0.027259,0.6576
0.009842,0.6842
0.001609,0.5236
0.041536,0.5668
0.066938,0.6264
0.037333,0.5646
1.000000,0.5836
1.000000,0.6151
0.013073,0.6999
0.014132,0.6855
0.010963,0.6190
0.027034,0.6203
0.034701,0.6203
0.025755,0.6024
0.026052,0.6178
0.023365,0.5966
0.038169,0.6081
0.027094,0.6164
0.024248,0.6278
0.022728,0.6051
0.027713,0.6154
0.022958,0.5993
0.035819,0.6088
0.035465,0.6147
0.026128,0.6415
0.013412,0.6432
0.008354,0.6396
0.009368,0.6371
0.008230,0.6400
0.007840,0.6357
0.008939,0.6347
0.012039,0.6383
0.007659,0.6383
0.010047,0.6447
0.007005,0.6457
0.009348,0.6479
0.009831,0.6520
0.006327,0.6498
0.006769,0.6589
0.002736,0.6579
0.001942,0.6613
0.001874,0.6676
0.028656,0.6694
0.024930,0.6723
0.024227,0.6833
0.020333,0.6816
0.015177,0.6894
0.013312,0.6879
0.013657,0.6894
0.019373,0.6930
0.012629,0.6923
0.016036,0.6996
0.013159,0.6991
0.012632,0.6999
1.000000,0.0000
0.023391,0.6999
0.001312,0.6999
0.042500,0.5922
0.014956,0.6960
0.000155,0.6999
0.030874,0.6503
0.002289,0.6999
0.023370,0.6999
0.018339,0.6896
0.017471,0.6847
0.023032,0.6835
0.017920,0.6904
0.014012,0.6911
0.013540,0.6789
0.011897,0.6386
0.017374,0.6740
0.016115,0.6674
0.015650,0.6906
0.015415,0.6918
0.011864,0.6947
0.009732,0.6999
0.009249,0.6999
0.010479,0.6999
0.014687,0.6996
0.011409,0.6999
0.010802,0.6999
0.007589,0.6999
1.000000,0.0000
0.029343,0.6999
1.000000,0.0000
0.034102,0.5963
1.000000,0.0000
0.043118,0.6972
0.027682,0.5712
0.028164,0.6791
0.013036,0.5443
0.032891,0.6527
0.016198,0.5797
0.048020,0.5927
0.035777,0.5878
0.043969,0.6039
0.039029,0.5661
1.000000,0.5756
1.000000,0.5402
1.000000,0.5946
1.000000,0.6525
0.035471,0.6840
0.019830,0.6576
0.014534,0.5919
0.036693,0.5946
0.057486,0.5812
0.064198,0.5824
0.072207,0.5973
1.000000,0.5775
1.000000,0.5988
0.053085,0.6454
0.052493,0.6564
0.036497,0.6022
0.051227,0.5873
0.056916,0.5805
0.119666,0.5836
1.000000,0.5946
1.000000,0.6222
0.025922,0.6750
0.026172,0.6679
0.019018,0.6134
0.034343,0.5995
1.000000,0.0000
1.000000,0.0000
0.044766,0.6369
0.027060,0.4317
0.064537,0.5980
0.042315,0.6381
0.028525,0.5353
0.049294,0.6002
0.050304,0.5722
0.053119,0.5861
0.033976,0.6117
0.032390,0.5819
0.051505,0.5758
0.058253,0.6073
0.062637,0.6076
1.000000,0.5568
1.000000,0.5607
0.000364,0.6523
0.044715,0.6632
0.020561,0.5673
0.048890,0.5734
0.123032,0.5729
0.086481,0.5714
0.059931,0.6029
0.040255,0.5951
0.050389,0.5802
0.065756,0.5890
0.047522,0.6022
0.050000,0.5980
0.061138,0.5819
0.084672,0.5648
0.088413,0.5895
0.065756,0.5863
0.050419,0.6205
0.032425,0.6054
0.033892,0.5949
0.040188,0.5856
0.048904,0.5844
0.049840,0.5878
1.000000,0.0000
0.074962,0.5902
0.023728,0.6520
1.000000,0.5087
1.000000,0.5875
0.008175,0.6828
0.040544,0.5954
1.000000,0.5968
1.000000,0.5824
0.016839,0.6723
0.014136,0.6652
1.000000,0.0000
0.034435,0.6117
0.008612,0.6640
0.005510,0.6733
0.001461,0.6469
0.001612,0.6598
0.007072,0.6584
0.002355,0.6645
0.002332,0.6635
0.027153,0.6498
0.028277,0.6303
0.027449,0.6576
0.024243,0.6535
0.019155,0.6999
1.000000,0.0000
1.000000,0.0000
1.000000,0.0081
1.000000,0.0242
1.000000,0.0435
1.000000,0.0569
1.000000,0.0435
1.000000,0.0540
1.000000,0.0818
1.000000,0.0862
1.000000,0.1275
1.000000,0.1233
1.000000,0.1736
1.000000,0.1712
1.000000,0.1607
1.000000,0.1326
1.000000,0.2254
