RotationInterval(0-1s),PWMDutyCycle(0-1)
1.000000,0.0977
1.000000,0.0574
1.000000,0.0718
0.047123,0.1497
0.090716,0.1463
0.059535,0.1206
0.050267,0.1026
0.043568,0.1050
0.035588,0.0904
0.026773,0.1101
0.015408,0.1321
0.008674,0.1001
0.006608,0.1060
0.003845,0.1233
0.003905,0.1331
0.022237,0.1245
0.023361,0.1245
0.002874,0.1243
0.004923,0.1150
0.003269,0.1133
0.001441,0.1167
0.004278,0.1082
0.002657,0.1253
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.050645,0.1407
0.008212,0.1321
0.002287,0.1048
0.002944,0.1026
0.002410,0.1221
0.022146,0.1223
0.018824,0.1175
0.018179,0.1065
0.016787,0.1216
0.015437,0.1194
0.015739,0.1209
0.015824,0.1280
0.015272,0.0957
0.018521,0.1082
0.001004,0.1053
0.000279,0.1272
0.001843,0.1021
0.000802,0.1011
0.002549,0.1287
0.001859,0.1126
0.000627,0.0913
0.003064,0.1158
0.001709,0.1258
0.000200,0.1101
0.020350,0.1192
0.017453,0.1026
0.020074,0.0977
0.001180,0.1121
0.005047,0.1204
0.005476,0.1280
0.004791,0.1084
0.006258,0.0930
0.006930,0.1258
0.005789,0.1206
0.001711,0.1133
0.000742,0.0962
0.000404,0.1101
0.000312,0.0994
0.000880,0.1099
0.021178,0.0918
0.000771,0.1248
0.021625,0.0984
0.000242,0.0962
0.000512,0.0996
0.020764,0.1233
0.017449,0.0921
0.017356,0.0969
0.019437,0.1035
0.001051,0.1045
0.022178,0.1170
0.000475,0.1214
0.020431,0.1250
0.018611,0.1026
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.009223,0.2393
0.018257,0.0882
0.003818,0.0327
0.013005,0.1050
0.006499,0.1687
0.000434,0.0696
0.002212,0.1443
0.020724,0.0935
0.001018,0.1485
0.015980,0.1219
0.013808,0.1702
0.012370,0.1241
0.011039,0.1392
0.011581,0.0381
0.018611,0.1148
0.014738,0.0862
0.021110,0.0662
0.025271,0.0684
0.005336,0.1563
0.000512,0.0945
0.003595,0.0989
0.002424,0.1096
0.003262,0.1756
0.001767,0.1204
0.003011,0.1160
0.012689,0.0212
1.000000,0.0762
0.016122,0.2713
0.018988,0.1399
0.020703,0.0994
0.018211,0.1497
0.009569,0.1365
0.013533,0.1033
0.016372,0.1473
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.024054,0.3182
0.005028,0.2259
0.003750,0.0613
0.009078,0.1394
0.009630,0.0708
0.013965,0.1333
0.010418,0.1507
0.010950,0.1487
0.012670,0.0508
0.024486,0.1348
0.000508,0.0584
0.004605,0.1541
0.002522,0.1756
0.015448,0.0679
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0252
1.000000,0.0054
1.000000,0.0120
0.006315,0.3175
0.006629,0.2862
0.003957,0.1084
0.006589,0.1565
0.012047,0.0313
0.001523,0.1343
0.001036,0.1695
0.021258,0.1538
0.024681,0.0857
0.004905,0.0723
0.005986,0.1272
0.002633,0.0303
0.005978,0.1468
0.000292,0.1907
0.014511,0.1443
0.011345,0.1487
0.019275,0.1045
0.001621,0.1331
0.023268,0.0339
0.003593,0.1702
0.001110,0.0579
0.003553,0.1722
0.018113,0.1389
0.018702,0.0818
0.018871,0.1631
0.015262,0.1079
0.016153,0.1189
0.017311,0.0286
0.004014,0.0242
0.007145,0.1184
0.003317,0.0723
0.005146,0.1841
0.000632,0.0567
0.021110,0.1402
0.019226,0.1026
0.017967,0.1839
0.010212,0.1309
0.011433,0.1836
0.014787,0.0252
0.007851,0.0449
0.015769,0.1941
0.004387,0.0799
0.012476,0.0752
0.014004,0.1741
0.003708,0.0554
0.008397,0.0640
0.017581,0.0200
0.044616,0.0549
1.000000,0.0000
0.010603,0.3724
0.002801,0.2422
0.002260,0.0496
0.013078,0.1900
0.011307,0.1438
0.009986,0.1875
0.006846,0.1832
0.007339,0.1126
0.007416,0.1258
0.009581,0.0376
0.011932,0.1915
0.012070,0.0396
0.013370,0.1758
0.011607,0.1316
0.012429,0.0547
0.015577,0.1382
0.013504,0.1731
