RotationInterval(0-1s),PWMDutyCycle(0-1)
0.132144,0.5956
0.136562,0.5954
0.127072,0.5958
0.144785,0.5954
0.158651,0.5963
0.158331,0.5973
0.131416,0.5971
0.104949,0.5956
0.088391,0.5941
0.105154,0.5937
0.097755,0.5946
0.095196,0.5941
0.103274,0.5939
0.125615,0.5944
0.138853,0.5954
0.154700,0.5961
0.129141,0.5968
0.136577,0.5954
0.131043,0.5958
0.124119,0.5956
0.207954,0.5951
1.000000,0.6000
0.129896,0.6571
0.050956,0.6164
0.053373,0.6215
0.038895,0.6134
0.046297,0.6132
0.051486,0.6100
0.051470,0.6088
0.062237,0.6066
0.066794,0.6051
0.073784,0.6034
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.066913,0.6628
0.134354,0.6222
0.181923,0.6210
0.215226,0.6083
0.161676,0.6193
0.236279,0.6129
0.274073,0.6171
1.000000,0.6198
0.061819,0.6618
1.000000,0.6190
0.112613,0.6562
0.141206,0.6215
0.237052,0.6256
0.269177,0.6247
0.237768,0.6252
0.187799,0.6210
0.161071,0.6166
0.149072,0.6139
0.151972,0.6122
0.186258,0.6110
0.216624,0.6120
0.212752,0.6137
0.243552,0.6129
1.000000,0.6149
0.114870,0.6611
0.171201,0.6193
0.141691,0.6259
0.245847,0.6181
0.385223,0.6225
0.161577,0.6293
0.162625,0.6149
0.264011,0.6132
0.170901,0.6200
0.204780,0.6127
0.156947,0.6134
0.193448,0.6103
0.253493,0.6115
0.220307,0.6151
0.295499,0.6127
1.000000,0.6171
0.189702,0.6613
0.136899,0.6225
0.128864,0.6252
0.179608,0.6168
0.249796,0.6181
0.163700,0.6205
0.128383,0.6134
0.148510,0.6093
0.204430,0.6100
0.230819,0.6132
0.204060,0.6142
0.238242,0.6122
0.243361,0.6144
0.570954,0.6151
0.292102,0.6347
1.000000,0.6188
0.117488,0.6589
0.229499,0.6210
0.269432,0.6286
0.196749,0.6271
1.000000,0.6203
1.000000,0.6635
1.000000,0.6664
1.000000,0.6586
1.000000,0.6603
1.000000,0.6611
1.000000,0.6608
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.131640,0.6608
0.119574,0.6317
0.155422,0.6286
0.193489,0.6222
