RotationInterval(0-1s),PWMDutyCycle(0-1)
1.000000,0.5788
1.000000,0.5634
1.000000,0.5670
0.001953,0.6222
0.026423,0.6220
0.010881,0.5785
0.030378,0.5792
0.049609,0.5873
0.046712,0.5907
0.045461,0.5890
0.051136,0.5878
1.000000,0.5734
1.000000,0.5880
1.000000,0.5861
0.000836,0.6210
0.025293,0.6298
0.008088,0.5929
0.014737,0.5878
0.032000,0.5890
0.037306,0.5910
0.047627,0.5792
0.070289,0.5819
0.072664,0.5822
0.068354,0.5822
0.070718,0.5812
0.095377,0.5744
0.092359,0.5800
0.104500,0.5734
0.086663,0.5805
1.000000,0.5726
1.000000,0.5795
1.000000,0.5873
0.009914,0.6022
0.031821,0.6225
0.015609,0.5770
0.032828,0.5932
0.041594,0.5866
0.048594,0.5871
0.090604,0.5734
0.065591,0.5907
0.068913,0.5729
0.073355,0.5851
0.048437,0.5900
0.050749,0.5817
0.064115,0.5829
0.079934,0.5773
1.000000,0.5712
1.000000,0.5773
1.000000,0.5741
0.076405,0.5861
0.057098,0.5827
1.000000,0.5692
1.000000,0.5741
1.000000,0.5556
1.000000,0.5724
1.000000,0.5695
1.000000,0.5724
1.000000,0.5888
0.008948,0.6208
0.030810,0.6049
0.024836,0.5973
0.026013,0.5951
0.033591,0.5934
0.035988,0.5963
0.043194,0.5775
0.071743,0.5832
0.056968,0.5905
0.047634,0.5861
0.057543,0.5846
0.058813,0.5844
0.049542,0.5932
0.041479,0.5902
0.049823,0.5807
0.057023,0.5897
0.064798,0.5768
0.080530,0.5824
0.056923,0.5885
0.059570,0.5783
0.066187,0.5871
0.065516,0.5797
0.086748,0.5817
0.085218,0.5807
0.089134,0.5773
0.106671,0.5748
0.146839,0.5744
0.105559,0.5758
0.078613,0.5800
0.075440,0.5756
0.091587,0.5753
0.103950,0.5756
0.091089,0.5763
0.095485,0.5746
0.087510,0.5770
0.090592,0.5751
0.097906,0.5744
0.092325,0.5761
0.096634,0.5753
0.104620,0.5761
0.112460,0.5763
0.118438,0.5751
0.084421,0.5795
0.066624,0.5817
0.081768,0.5741
0.085477,0.5800
0.086508,0.5739
0.122419,0.5722
0.121320,0.5729
0.096675,0.5773
0.076015,0.5788
0.078665,0.5768
0.100281,0.5729
0.120910,0.5724
1.000000,0.5717
1.000000,0.5770
0.057559,0.5907
0.028855,0.6088
0.025573,0.5751
0.048398,0.5878
0.060347,0.5822
0.080967,0.5797
1.000000,0.5700
1.000000,0.5770
1.000000,0.5595
0.045143,0.6039
0.026027,0.6020
0.027771,0.5756
0.056826,0.5839
0.062252,0.5832
0.063911,0.5802
0.069447,0.5810
0.074656,0.5807
0.062737,0.5863
0.064105,0.5778
0.065519,0.5858
0.082818,0.5726
1.000000,0.5726
1.000000,0.5753
1.000000,0.5663
1.000000,0.5712
0.060841,0.5924
0.030629,0.6068
0.029689,0.5673
0.061653,0.5883
0.058604,0.5846
0.068185,0.5834
0.056432,0.5883
0.065894,0.5766
0.107207,0.5763
0.105441,0.5763
0.101049,0.5753
0.091259,0.5766
0.093428,0.5753
0.102015,0.5753
0.095716,0.5753
0.100926,0.5744
0.101078,0.5744
0.108263,0.5731
0.095516,0.5746
0.114042,0.5719
0.111050,0.5744
0.072672,0.5829
0.064483,0.5836
0.072857,0.5783
1.000000,0.5680
1.000000,0.5761
1.000000,0.5607
1.000000,0.5541
0.023028,0.6188
0.026765,0.5756
0.056963,0.5807
0.064892,0.5814
0.067054,0.5812
0.072013,0.5778
0.096942,0.5748
0.091899,0.5795
0.093544,0.5744
0.086668,0.5795
0.089500,0.5736
0.082958,0.5797
0.074601,0.5770
0.088446,0.5766
0.095082,0.5763
0.094977,0.5770
0.104480,0.5770
0.101428,0.5768
0.082163,0.5778
0.080513,0.5770
0.084843,0.5763
0.091264,0.5758
0.089542,0.5751
0.084275,0.5763
0.090095,0.5748
1.000000,0.5726
1.000000,0.5753
0.097999,0.5841
0.058386,0.5824
1.000000,0.5673
1.000000,0.5709
1.000000,0.5526
1.000000,0.5937
1.000000,0.5915
1.000000,0.5829
1.000000,0.5846
1.000000,0.5973
0.000429,0.6400
0.020687,0.6308
0.008196,0.5968
0.012442,0.5937
0.026576,0.5780
0.045675,0.5883
0.073569,0.5766
0.108614,0.5792
0.093004,0.5800
0.079237,0.5795
0.073396,0.5805
0.069113,0.5807
0.073974,0.5788
